bus_hypothesis_id,region_id,inference_mode,used_ground_truth_for_generation,used_ground_truth_for_evaluation,direction,role,member_nodes,ordered_member_nodes,width,bit_order,signedness_hypothesis,grouping_score,ordering_score,role_score,evidence_sources,feature_values,ambiguity_count,ground_truth_bus_name_if_known,ground_truth_match,rank,schema_version
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone__inf__input__a,arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.815385,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.384615}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.804196,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.347319}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__dc2__whole_output_cone__inf__input__a,arithmetic_reversed_sub_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.815385,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.384615}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__dc2__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.804196,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.347319}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__identity__ground_truth_region__inf__input__a,arithmetic_reversed_sub_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.880000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__identity__ground_truth_region__inf__output__y,arithmetic_reversed_sub_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.900000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__identity__whole_output_cone__inf__input__a,arithmetic_reversed_sub_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.880000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__identity__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.900000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__refactor__whole_output_cone__inf__input__b,arithmetic_reversed_sub_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.835000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.45}",0,b,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__refactor__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.767647,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.22549}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__resub__whole_output_cone__inf__input__b,arithmetic_reversed_sub_w2__resub__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.871429,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.571429}",0,b,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__resub__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w2__resub__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.768622,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.228739}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__resyn__whole_output_cone__inf__input__a,arithmetic_reversed_sub_w2__resyn__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.815385,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.384615}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__resyn__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w2__resyn__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.804196,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.347319}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__resyn2__whole_output_cone__inf__input__a,arithmetic_reversed_sub_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.815385,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.384615}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__resyn2__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.804196,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.347319}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__rewrite__whole_output_cone__inf__input__a,arithmetic_reversed_sub_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.815385,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.384615}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w2__rewrite__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2""]","[""y_0"",""y_1"",""y_2""]",3,lsb_to_msb,unknown,0.804196,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.347319}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w3__identity__ground_truth_region__inf__input__a,arithmetic_reversed_sub_w3__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w3__identity__ground_truth_region__inf__output__y,arithmetic_reversed_sub_w3__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.925000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.75}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w3__identity__whole_output_cone__inf__input__a,arithmetic_reversed_sub_w3__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w3__identity__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w3__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.925000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.75}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w4__identity__ground_truth_region__inf__input__a,arithmetic_reversed_sub_w4__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.914286,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w4__identity__ground_truth_region__inf__output__y,arithmetic_reversed_sub_w4__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4""]",5,lsb_to_msb,unknown,0.940000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w4__identity__whole_output_cone__inf__input__a,arithmetic_reversed_sub_w4__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.914286,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_reversed_sub_w4__identity__whole_output_cone__inf__output__y,arithmetic_reversed_sub_w4__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4""]",5,lsb_to_msb,unknown,0.940000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__balance__whole_output_cone__inf__input__b,arithmetic_shifted_add_w2__balance__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.838462,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.461538}",0,b,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__balance__whole_output_cone__inf__output__y,arithmetic_shifted_add_w2__balance__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.734470,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.114899}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__compress2rs__whole_output_cone__inf__input__b,arithmetic_shifted_add_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.812500,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.375}",0,b,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__compress2rs__whole_output_cone__inf__output__y,arithmetic_shifted_add_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.773810,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.246032}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__dc2__whole_output_cone__inf__input__b,arithmetic_shifted_add_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.812500,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.375}",0,b,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__dc2__whole_output_cone__inf__output__y,arithmetic_shifted_add_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.773810,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.246032}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__identity__ground_truth_region__inf__input__a,arithmetic_shifted_add_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__identity__ground_truth_region__inf__output__y,arithmetic_shifted_add_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.900000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__identity__whole_output_cone__inf__input__a,arithmetic_shifted_add_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__identity__whole_output_cone__inf__output__y,arithmetic_shifted_add_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.900000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__refactor__whole_output_cone__inf__input__b,arithmetic_shifted_add_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.820000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.4}",0,b,exact,1,semantic_bus_hypothesis_v1
arithmetic_shifted_add_w2__refactor__whole_output_cone__inf__output__y,arithmetic_shifted_add_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.752841,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.176136}",0,y,exact,1,semantic_bus_hypothesis_v1
